numbers,comments
1496,外形外观：专门选了蓝色的，有点果冻的那种晶莹剔透，还挺惊艳。其他颜色有点审美疲劳了。拍照效果：拍摄美得说了。效果一级棒，大家都懂得，吊打专业相机了专门选了256g的可以装很多相片，系统无需多说丝滑顺畅，买苹果百分之和99都是因为系统，无比流畅顺手。还要说的是:用京东的以旧换新换的，之前的XR还换了1000块钱。加上刚好有补贴总共折了有1200块钱很划算。还有12期的免息免手续费分期，下来一个月不到500超级赞！
1497,外形外观：都很好屏幕音效：音效真的太好了，声音很大，像喇叭一样拍照效果：拍照效果很好，防抖功能很棒运行速度：运行速度也很快待机时间：待机时间很合理，看你使用频率中和其他特色：颜色很喜欢大小很合适，喜欢
1498,外形外观：6.1英寸的持握效果还挺不错的，大小合适，外观造型都很耐看屏幕音效：显示效果非常好，强光下量度也足够看清拍照效果：拍摄效果很不错，特别是视频效果，景深效果超棒
1499,拍照清晰，运行畅快，续航很好用过手机真是太喜欢了，音效屏幕清晰，显示清楚不花。屏，超级舒服拍照效果:拍照很清晰呢，再也不怕拍不出。好照片运行速度:运行速度也不错，使用起来不是很烫待机时间:待机时间够用的，外观设计风格简约大气上档次。屏幕大小尺寸比较合适。屏幕的分辨率比较清晰。颜色是黑色的，比较喜欢。音质效非常不错。听歌听音乐非常舒心。拍照效果特别好。照片儿拍出来比较漂亮。运行速度特别快。待机时间比较长。玩游戏比较棒。外观很漂亮，系统很流旸，界面很友好，就是文件管理不如安卓方便和个性化。这款手机颜值非常高，苹果手机感觉...
1500,外形外观：以前用的13pm太大了也很沉，平时装着很不方便，这次专门换了个小屏的，手感很好。屏幕音效：刷新率不高，打开程序有明显卡顿，但是正常使用没什么问题。拍照效果：我对拍照没什么要求。运行速度：苹果系统用习惯了，很好用。
1501,外形外观：外形一如既往的好看，紫色看起来也是很高级屏幕音效：音效声线清晰，有环绕的感觉拍照效果：拍照效果相当不错运行速度：处理速度很快
1502,拍照效果：很清晰，喜欢运行速度：不卡顿很顺畅信号很好外形外观：很喜欢的紫色，奶呼呼的淡紫待机时间：一天没充电都可以屏幕音效：声音没有杂音
1503,手机反应特别快。待机 时间：充满电可以连续玩一整天没问题！手机特别大气，颜值很高，充电很快很 快，很快就充满了，5G网络特别好用，网速超 快，手机反应超快，功能简易好操作，很值得上手颜值很高，外观非常漂亮，屏幕大气，超大屏，音效特别好，打电话声音很大很大。拍照效果特别好，清晰，像素很高。
1504,外形外观：黑色简约大气！屏幕音效：屏幕分辨率高，用起来丝滑，音质好！拍照效果：iPhone拍照不用多说，很赞！运行速度：运行快！待机时间：目前OK！其他特色：又用回啦iPhone，希望能；耐用！
1505,给老爸买的 原来的6用的太久 已经卡到扫不了码了外形外观：14新配色 带个透明超薄套 很年轻化 希望老爸越来越年轻屏幕音效：比他老机子靓丽清楚太多拍照效果：主摄当今数一数二 老人用绰绰有余 256g摄像4k60无压力运行速度：很流畅待机时间：新电池一天用不完其他特色：还给他配了个无线座充 希望可以用的久一些
1506,外形外观：高端 很丝滑屏幕音效：不错 正常音效吧！还可以拍照效果：很好 清晰运行速度：很快 不卡顿待机时间：一天 白天基本不用充电了
1507,外形外观：外观设计风格非常好看屏幕音效：音效很好，没有杂音拍照效果：拍照效果清晰，像素高运行速度：运行速度快，无卡顿待机时间：待机时间还行，一直玩耗电快
1508,外形外观：紫色绝绝子，一眼就中意了。拍照效果：苹果的拍照效果一直都是看中的点。画质清晰流畅。运行速度：Ios的操作系统是非常流畅的。待机时间：相比之前的型号电量已提升了许多。
1509,外形外观：大小正合适，给两个姐姐买的，他们很喜欢。拍照效果：拍照效果也很不错，很清楚。运行速度：速度没得说很快的！待机时间：新机子现在基本一天时间吧！
1510,"买新不买旧，iPhone14还是很给力的，新机器，没毛病，*就是信号问题一直都存在，正品国行256G,运行速度一样滑溜溜的，声音大,屏幕色彩比上一代好，摄像也有增强，防抖很强大"
1511,成功忽悠老婆换了14，比11多了5g，性能更强。屏幕音效：声音好听拍照效果：完美运行速度：非常快，最新系统一点都不卡待机时间：同样场景比我12多差不多20-30%的续航
1512,外观依然很精致，手感没得说。系统流程。屏幕音效很好。拍照效果很好，不失真。运行速度流畅。待机时间据说可以一两天。ip手机不负众望
1513,手机收到了，质量很好，外观大气屏幕音效：画面和音质没得说外形外观：一如既往的一样，可能手机到了瓶颈期了，期待以后得投屏吧，科幻的那种，拍照效果：拍照效果不错，不过国产的都比这个好
1514,苹果手机，外观漂亮，上手不错，像素也够用，蓝色很是好看，屏幕完好无划痕，一天一充方便。习惯使用苹果手机了，速度还是比其他品牌快的。
1515,5999价格买入两台苹果14，蓝色紫色很惊艳很好看，到手后拍视频开箱各种检查，没有翻车，用起来也很nice，整体非常不错，很久都没有苹果了，这次从安卓转回来ios，挺好！
1516,物流很快，第一次在京东上购买手机，总体不错的，商品完好无损，用了一段时间没有问题，手机也比预期的大，音质性能都挺好的。满意的一次购物。
1517,都在云里就好咯。简约大气，简单，括做工方面也真的非常不错，精细，精致。很漂亮，运行非常流畅，显示非常清晰，电池很耐用，充电也快，拍照真的很好，出门真的有面子，手机还是苹果的好用。靓丽，外形外观。速度。性能好运行反应超级快，色彩渲染特别好，续航能再好点就完美了。
1518,手机目前很流畅，特地用了两个月再来评价外形外观：小巧精致拍照效果：很好啊，尤其是前置，比13pm好多啦运行速度：6g运存就是好，不怎么杀后台了待机时间：随用随充没什么感觉其他特色：星光色yyds！！！！
1519,外形外观：外观设计风格非常好看，颜值超高，适合青年人用。屏幕音效：屏幕显示不错，音效都挺好的，播放音乐。。拍照效果：拍照真的好看，真实，苹果原相机就是牛的。运行速度：运行速度挺快，不会卡顿。
1520,直角边框，铝合金材质，拿在手里手感不错，还比较轻，屏幕显示效果出色，拍照效果好，拍照速度快，运行流畅，应用安装和使用速度比11快。同尺寸比11小不少，续航也不错，带静音键，很方便。各方面都不错的一款手机。
1521,包括充电速度也非常快。挺不错的一款手机，拍照很清晰，反应很快，屏幕也清晰，用着很顺手，灵动岛可以的，很好玩，会推荐小伙伴购买的哈哈，京东自营的服务也很优秀。运行速度：较比上一代增加更大的运行内存，运行速度大幅度提升。块大洋。大气，简单。。
1522,外形外观：拿起来大小合适，重量比较轻。拍照效果：牌照效果依然很好，色彩鲜艳。运行速度：依旧速度快，流畅。待机时间：有待提高。
1523,不错质量不错手机很好用，流畅很好用外观大小合适屏幕音效：很棒拍照效果：好好运行速度：特别快待机时间：比安卓机好
1524,还是库大哥的苹果好用，用了就回不去。早上百分百出门，晚上八点回家，剩余电量百分之三十多左右。拍照效果：比苹果13拍照好得太多了，夜景补光也是非常好看哒。外形外观：正正方方一块后盖，拿在手上就是一种享受。
1525,手机手感很好，尺寸正合适，颜值很高，运行流畅，屏幕显示很细腻，续航也不错，立体声效果很棒，京东物流速度超级快，非常满意。
1526,凑年货节搞活动买的，特意用了一段时间才过来评价，之前用的苹果7，用了5年，听筒声音很小，每次都要开扬声器，凑满减700的券就下手了，很香，电池很耐用，不带充电器很讨厌，还要60大洋，信号有时候不是很好，不过不用担心杀后台了。
1527,最不会出错，也不会踩雷的星光色，很耐看，万能搭配手机壳！企划工作需要天天拍照，拍摄视频，256G足够用了，电池续航能力也不错，一天一充！手机大小合适，握持自如！
1528,外形外观：苹果14外形大气上档次拿在手里有感觉屏幕音效：屏幕大气音效可以拍照效果：照片效果一流比安卓机强多了运行速度：苹果14运行速度相当的快
1529,紫色好看，而且这个尺寸握手上手感很好，也不重，单手玩几个小时也不会觉得累。续航一天够用，拍照效果也不错
1530,咋说呢！就是很喜欢啊！是很高质量的体验感觉！原本想今天拍明天到的那种，可是还是让我等了一宿呀！好煎熬，哈哈?！只能说我的等待是值得的！音质真的是没话说，超级优秀！使用感觉跟流畅感超好！星光色很漂亮！其实就是白色了！很经典的感觉！我已经用了一个多月了，很稳定！喜欢的可以下手啦！歪瑞奶思！
1531,遇到问题立马就给解决了，和评价基本相符，我预约了第二天就送到，速度很快，物流没毛病，各种模式都用了下，整体感觉不错，用了大概快一个礼拜了，感觉挺不错，大品牌，质量非常好，总之特别满意，家人朋友都很中意啦，智能遥控，很高端，我真喜欢这个东西 爱了，看着挺上档次的，安装服务非常好，下次有需要还来这家，工作人员服务到位，非常满意，大品牌值得信赖
1532,外形外观：很喜欢这个颜色，实物很好看，爱了爱了屏幕音效：暂时还可以拍照效果：亮度很好看，拍照出来也好看极了。。
1533,想了好久，最后还是入手了这部，颜色我很喜欢，收到后立马开箱用起来。很流畅，一点也不卡顿唷，其实不用我说大家都知道，哈！这颜色应该可以让我用个几年啦。送货小哥非常尽责，棒棒唷！
1534,还是一如既往的给力，货物很快就收到了，一如既往的好，活动很给力，很实惠的，比去实体店买还便宜还方便还快速到货，测试了一下，和介绍描述的完全一致，质量很好，正品无疑，使用效果也很不错，很满意！京东商品种类确实很多，和其他网站相比选择余地也就大了很多。
1535,手机收到了，快递第二天就发到，手机内存128，足够用，相机拍照清楚，运行速度流畅，手机颜值高，价格贵，期待价格下调，！！！！！！！
1536,星光色的苹果iPhone14，开箱第一眼看着就特别的惊艳，颜色很好看，很清新，特别喜欢。京东买的手机快递也很快，基本第一天买的，第二天就会收到。
1537,屏幕大小合适，非常清晰，速度很快。续航比Plus要弱一些，毕竟个子小一些，基本每天充电。京东发货神速，晚上下单，第二天一早就到了，迅速！
1538,14真香，真不错，快递也很快一天就到了，这个白色看着真舒服，就冲这个颜色！苹果一如既往地好，运行流畅，拍照清晰，续航很是可以，价格比官网便宜！！！
1539,完美下车，正品，去苹果官网查询了，保修期和序例号都是对的。手感不错，色彩和屏幕清晰度非常高。比实体店便宜。
1540,赶上活动 领了300优惠券 又有银行随减活动 很划算 比街边苹果店便宜了三百多 太合适 正品有保障 很满意 帮妈妈买的 很喜欢 大小也合适
1541,好评，一直在京东购物，京东一直是物美价廉，苹果手机品控得很好，没有一点遐思，在说说这个手机续航个人觉得还可以，拍照清晰。大爱。好评，好评
1542,年货节的时候买的，价格还不错！49左右到手，很奈斯，本来想买13结果这个降价，相差500果断就买了，哈哈，，，早买早享受！！！拍照还是不错的，呵呵！！！！
1543,年前外甥回国了，几年没见面来我家玩，送了一个手机给他，很喜欢，拿到手爱不释手，还是学生没买大内存，捣鼓捣鼓，搞好了。
1544,苹果14紫色，128g内存，国行三网通，用了一段时间才来评价的，质量很好当时入手的时候5099还有优惠
1545,帮我表弟买的，刚上大学，一直等着最优惠的时候帮他买，刚好抢到了消费券，确实很优惠，表弟用了很久说没啥问题
1546,包装：包装完整简洁，手机无瑕疵。外观：跟13没区别，选的白色很漂亮，还是经典外形，非常nice。续航：主观感受还可以，中度重度使用都撑不到8小时，需要充电。音质：音质没的说，上下都有喇叭，立体声强，跟13一样。通话：通话清晰，通话质量好。整体使用，手感好，使用很流畅丝滑，推荐度五颗星。
1547,太赞了，花了一个月工资给老婆买的苹果手机终于到了，发货速度很快，快递小哥送货上门！苹果没得说，系统顺畅无比，下次还会回购的！
1548,手机终于收到了，非常喜欢，也非常开心，感谢矜矜业业的快递小哥，我才能这么及时的收到手机！手机也是极其丝滑，非常开心
1549,解释向天空大声地呼唤，说声我爱你。向那流浪的白云，说声我想你。让那天空听得见，让那白云看得见，谁都能看到咱家宝贝的好，拿到马上迫不及待的就打开了太漂亮了，喜欢喜欢，爱不释手，用了一段时间再来评论手机玩游戏非常流畅机身手感特别棒屏幕清晰度高像素也很好待机时间超差一天没问题再也不用出门带着充电宝了，质感很好，值得推荐!?
1550,苹果手机用起来就是比安卓的手机好用，整体来说特别流畅，送人特别合适，趁着京东要搞活动，买了两个。那你们
1551,外形外观：好看，手感很好屏幕音效：非常好，很流畅拍照效果：像素非常清晰运行速度：很快，看中的就是苹果手机不卡待机时间：比我之前的11要长其他特色：哪里都很好，就是贵了点
1552,外形外观：苹果13的外形真的没话说屏幕音效：屏幕效果刚刚的其他特色：13的运行速度非常的快，然后价格也非常的好，京东的物流也是次日达，我真的非常喜欢。
1553,价格优惠，发货速度快，物流更新及时，送货上门，外观精致完美，续航能力很强，大品牌就是靠谱，非常满意，音质音效很棒开心。哈哈好
1554,京东自营的有保障，送货快服务好，性价比很高，正品有发票，苹果手机大品牌，非常满意！感谢京东！祝京东越来越好！
1555,物流超级超级快！质量也非常不错，的确物有所值好！非常好！质量好，和实体店一样，颜色正，是我喜欢的非常值得信赖的品牌，质量有保障，价格还亲民，相当满意一次很好的购物体验，服务周到，物流快速，配送也很周到，态度也很好，好评！款式很大方，质量非常好，价钱也很合理
1556,给老弟买的 用着感觉一般
1557,外形外观：手机很薄，大气，上档次屏幕音效：屏幕显示色彩很好，惊艳拍照效果：拍照非常好，照片很自然运行速度：苹果系统运行速度简直太快了
1558,手机包装很好无破损，物流也快，手机外观漂亮，款式好看，质量很好，正品，做工精致，屏幕细腻够大很清晰，色彩饱和度很不错，照相不错，很漂亮，音质也很棒，系统功能强大，运行速度很快，看电影听音乐都很给力， 非常享受，操作简单，内存也足够，性价比蛮高的，而且价格还实惠便宜
1559,宝贝收到后很满意，外形颜色也很喜欢，挑选好多家，果然没看错，希望把好物分享给大家??很精致，质量非常好，很满意的一次购物。谢谢店家！
1560,?心仪已久，果断下手，用过之后感觉很不错，是正品，快递也很给力，果然名副其实?非常满意?，材质做工非常好，而且百搭，手感也很棒，非常nice，实用性非常强，赞?超出预期，质量很好，做工精细，满意(?&bull;??&bull;?)??价格超优惠，性能也非常棒，完美的一次购物
1561,其实吧，我就想换个内存大点儿的手机，至于芯片是15还是16，其实我觉得使用起来差别不大。而且iPhone14 Pro和Pro Max都是不锈钢外壳，虽然更加炫酷，但是也重好多。所以我选择了经济实用适合我的日常适用习惯的iPhone14，然后选择最大的512内存。新机复制功能很强大，半小时后就用上了，好开心呀！
1562,这个是从山东调货的，也是京东快递，挺快的。仔细按照步骤验机了，是新机，也没有瑕疵缺陷。电池也挺耐用的。先继续使用看看
1563,整体：14的运行内存的升级，感觉更觉得有长期耐用性，从性价比和需求选择了14；查验了序列号和爱思详细查询，生产批次较新，到手这款是lg的屏幕，全新非官换，可以放心，安全下车~虽芯片不是a16，但满血a15也尚可，毕竟提升也不大，不得不说苹果很会砍刀，奈何ios生态体验爱不释手。屏幕：从lcd换过来用oled屏幕，14没高帧率却仍是低频pwm，感觉让眼睛不太适应和不舒服，有些许干涩和晕乎，希望能适应了，保持最高亮度才好点；（眼睛或对频闪敏感人可以考虑再下手）外形外观：蓝色很好看，个人认为是最好看和最喜欢的颜色了；起初很纠结实物颜色，在网上四处看。到手后实物个人感觉很nice的，属于淡蓝偏天蓝的色感，很赞。拍照效果：不错，运动模式为特色，中规中矩；夜间苹果实在不是擅长，照片锐化有点严重。广角效果差强人意，其余正常。感觉对于还在12及前想换的朋友也可以等15系列出再更换，说不定有了全系灵动岛，14相比13升级不多，但买新不买旧~
1564,外形外观：还是比较喜欢这种有棱角的造型的，好看屏幕音效：感觉没有pro显示效果好拍照效果：还是可以吧，比安卓要真实一点运行速度：速度还是很快的，没问题待机时间：用一天是没有问题的，也基本够用了，晚上总是要充电的，还可以
1565,外形外观：带壳手感摸着挺好，个人感觉手感比13Pro好，不比12mini差屏幕音效：本以为会比12mini显示颗粒感重一些，没想到也很细腻拍照效果：拍照也挺好的，13Pro的时候有鬼影，这个没注意运行速度：够用了，挺流畅的待机时间：轻度使用，早起8点上班，到晚上11点还剩百分之五十多，太顶了
1566,外形外观：蓝色yyds屏幕音效：音质不错，尤其是震动反馈拍照效果：喜欢拍照就上大杯运行速度：苹果的速度你们是懂得待机时间：主要当备用机，也不怎么用
1567,外形外观：外观说实话，比以前是厚了一点屏幕音效：挺好的，新手机使用不到两周，黑屏一次，网上找方法，重启了一下拍照效果：苹果手机拍照没美颜运行速度：挺好的，芯片没用最新的待机时间：充满电，能用一天吧
1568,外形外观：跟12相差不大，刘海小了一点点待机时间：待机时间还好，没大注意运行速度：运行速度可以的拍照效果：拍照效果不错屏幕音效：屏幕音效也是可以的其他特色：发货速度快
1569,外形外观：紫色 嘎嘎板正屏幕音效：色彩完美拍照效果：高清运行速度：还得是ios待机时间：长其他特色：24岁全款买下iPhone14 快乐嘿嘿
1570,屏幕音效：屏幕素质相当亮眼。色域广，户外强光环境下显示效果依然优秀。顺便和手上的K40p对比了一下，相同亮度+开启原彩显示情况下，二者显示效果不相上下拍照效果：iPhone一贯的水准，很优秀外形外观：简洁设计 很好看运行速度：对比iPhone13，新增了2G运行内存，虽然感知不强，但杀后台问题似乎很少出现待机时间：待机稳稳的，对比iPhone12升级明显，出门不必专门带个充电宝了其他特色：京东快递太太太磕碜了！！快递盒被戳了好几个洞！表面也特别脏！一度想要拒收，忐忑录像拆开包装，所幸手机盒无恙。对京东物流好感大幅降低！
1571,外形外观：和ip13一样 但是摄像头要比13的大拍照效果：不错不错 明显好过13运行速度：快！待机时间：工作日一天没什么问题
1572,外形外观：方方正正，没XR手感好屏幕音效：苹果的屏幕一直都是顶级的拍照效果：拍照一般，拍视频同价位无敌运行速度：6G运行内存，用个四五年没问题给媳妇买的，淡淡的紫色适合女生。6S Plus用了6年，可以下岗了
1573,外形外观：不吹不黑，说实在的苹果的外观设计真的一般，不过嘛，可以理解，毕竟人家是卖系统的屏幕音效：音效给力，声音很清楚。拍照效果：从来不对摄像头过多宣传，不过每次跟其他品牌对比，都很香
1574,以前用的是iphoneXs 差不多3、4年了，电池容量不够了，正好这几天iphone14 有优惠活动，于是果断入手，第二天就送到了，包装完好，开箱后封条无拆开痕迹，手机表面全新无磕碰无划痕，开机还有80%的电量，比起旧手机运行速度快多了，拍照也有提升。
1575,颜色好看，细节处理到位，镜头布局很好看，带上紫色软壳也不怕摔，就是跟pro比屏幕差了点，但其实感觉不明显
1576,外形外观：和上一代13简直一模一样，颜色挺好看的。拍照效果：好像是用的13pro同款的图像传感器吧。待机时间：充满电足够用一天看到有些伙伴说京东的苹果手机有问题，我也是抱着试一试的心态买下，到货检查一番后安全下车?
1577,外形外观：挺好看的，还是歌13代一样棱角屏幕音效：挺不错的，屏幕细腻音质优秀拍照效果：拍照不错尤其是人像和电影模式
1578,外形外观：虽然跟13区别不大不过从摄像头还是可以分辨出来的拍照效果：拍照我自己觉得是够用了运行速度：苹果还是苹果速度没得说，再战5年也不会卡
1579,没的说，全新国行正品，几台手机都在京东买的，放心。手机大小合适，握感舒适，屏幕清晰，系统流畅，没啥缺点。以后赚钱买顶配。
1580,始于颜值忠于颜值，一直用苹果的手机和派，说到底还是颜值，这款14颜值高手感好，大小适合装口袋很方便，用了一个月了唯一吐槽一点的就是去到乡下信号真的差劲，在市区还感觉没什么差别，这次过年回到农村时常没有信号，之前用的11和12都没感觉到，这款14在农村使用信号真不如一般的国产手机。
1581,用了5年的XR已经光荣退休了。14陪我再战5年，也许更久。习惯了苹果系统，安卓实在是用不来。上了价钱的电子产品我全都是在京东买的，至少没踩过雷，值得信赖！祝福京东越做越好！
1582,手机质量不错，性价比还是可以的，14是目前的性价比之王、质感不错，就是希望包装做好一点，不然会把里面的盒子弄坏，总体还是不错的。
1583,按照网上的攻略验了手机，是正品，就是感觉手机后壳略显廉价。安卓机换过来好不习惯，流畅度很高，但是功能性还是安卓机好用很多。
1584,手机一开始买来还担心不好看，但是买来后，取了快递后上了楼后，拿钥匙开门后，把快递放好后，拆开快递后，打开手机包装后，看到手机后，哇真好看，棒棒哒。
1585,整体来说不错，过年期间买的，用了一段时间才来评价，快递是自己去站点取得，手机收到没什么问题，使用上目前经常发热，总共死机一次，手机bug无声一次，暂时没有其他问题。
1586,iPhone 14已经没有了mini版本，起步就是标准版，定价5999元，这和去年iPhone 13标准版定价保持一致，没有上涨，但从这价格上来看，还是蛮有诚意的。而在配置上，该机硬件搭载满血版A15仿生芯片，破天荒的第一次没有全系升级A16芯片，软件倒是升级到了iOS16系统，其它外观还是6.1英寸OLED刘海屏设计摄还是1200万后置双摄，电池容量为3279mAh，依旧支持20W有线充电。了解完基础配置和价格后，我们再来看iPhone 14的评价，心中也就更有数了。在不少好评里面都表示：iPhone 14满血A15的性能体验还不错，iOS系统适配非常好，操作起来很流畅；外观漂亮、大小合适，星光色是YYDS；拍照别看是祖传1200万像素，非常清楚，比iPhone 13有进步；续航上撑一天没有问题，比iPhone 12好很多。这些好评基本囊括了iPhone 14的整机表现，实际也并没有夸大其词。屏幕音效：非常清晰拍照效果：棒棒哒运行速度：一个字就是快
1587,用了好几天了，以前我也没用过苹果，感觉还是苹果运行快一些这个颜色看着也大气，挺喜欢的，可以，赞，嘿嘿嘿
1588,外形外观：经典的刘海?屏幕音效：屏幕细腻，声音好听。拍照效果：拍照十分清晰运行速度：响应速度快待机时间：待机时间长轻度使用一天没问题其他特色：正品无疑
1589,本来还在犹豫，但是年货节直接便宜好几百，果断入手了，苹果一如既往的好用，京东也是一如既往的发货迅速，爱了爱了
1590,习惯了在京东商城买手机，快递送货速度快，收到后去官网查询过了，是原装正品，京东商城商品质量有保证，购物值得信赖
1591,拍照效果：清晰运行速度;畅快续航能力：很好iPhone 14在影像方面的提升虽然有，但是从观价段iPhone 13的表现来看，已经算是非常出色，影像方面也未能拉开非常明显的差距。对于 Phone 13 Pro系列用户，iPhone 14/14 Plus从体验上来说反而是降级的选择，在iPhone 14 Pro系列的性能提升并不明显，主要的亮点是在屏幕带来的全天候内容显示、灵动岛交互，以及影像方面的提升上。
1592,外形外观：好屏幕音效：好拍照效果：好运行速度：块待机时间：长其他特色：最具有特色的手机，苹果价格现在太亲民了，一台手机能用好多年，拍照没有话说，运行速度非常快，不会卡顿，就是卡顿了，可能和网络有关系，关键是价格真的便宜
1593,外形外观：iPhone的颜值一直在线拍照效果：很棒，成片非常好运行速度：5核图形处理器与13Pro一样，6G运存打游戏刷视频丝滑流畅待机时间：中度使用一天一充，游戏党一天两充
1594,给老妹买的，能力有限，老妈出3000，老爸出3000，剩下的我来补外形外观：紫色的很nice屏幕音效：棒棒哒拍照效果：实况???运行速度：可以待机时间：可以
1595,特意用了几天来评价的，外观不用说，颜值非常高，手感也超好，电量也够用，反应灵敏，还可以设置戴口罩面容解锁！
1596,很丝滑，很流畅. 很好用. 很喜欢。发货速度很快，卖家服务也好，目前很满意质量非常好，完全超出期望值，发货速度非常快，包装非常仔细、严实，很满意的一次购物?已经多次购买了，家庭必备，购买价格实惠，送货速度很快，?包装也很精美
1597,买来送给送给别人的礼物，京东买手机还是很靠谱的，物美价廉，五星好评，上一部iPhone11就是在这买的，用了快四年了，除了电池不太行了其他都很正常，一点也不卡。
1598,过新年给老婆买的，毕竟辛苦了一年，妻子照顾老的，照顾小的，非常感动，作为老公送给老婆的新年礼物，这个颜色看起来还是很漂亮的，物流也是非常的快，一天就送到家了，给好评了！
1599,第一次换苹果手机，验了是全新正品。电池很耐用，不用的时候基本不会掉电，运行速度很快，无论材质还是做工都超出了预期，超值，外观也很好看哦。
1600,前些日子抢到了天津消费券，告别了我的xr，换了小紫，颜值没得挑，苹果的流畅度和使用感一直都很好，就是电池不禁用，如果能改善这点就更好了
1601,女神节礼物，惊喜到货。外观不用说，漂亮高端大气，屏幕够大音效相当的不错。拍照效果清晰，逼真。运行速度快，待机时间目前尚不清楚。总之，十分的满意。
1602,外形外观：经典直边框，14标准版握手里特别轻巧质感，淡淡的紫色非常好看屏幕音效：屏幕显示效果可以，但比不上pm，声音上双扬声器音量大立体声，效果也不错拍照效果：经典的12mp，视频效果不错，拍照的话得益于deep fusion还是啥让你想找个开关运行速度：6 gram，14pm也就6g，后台能力提高了很多待机时间：小电池小屏幕中等续航，买个快充头可以到30w其他特色：ios设备间的交互非常好，包括共享，FaceTime等
1603,运行速度：畅快拍照效果：清晰续航能力：很好质感不错就很奈斯，用了差不多七八天了，手感很好，续航能力就是长，以前用的11一天至少冲3次电，换了新手机后一天一次！用着也不卡顿就是戴口罩人脸识别太麻烦了。推荐指数5颗星！要买就买正版的才会性能好用！可惜看了以往的评论优惠力度没有双十一那么高
1604,外形外观：四。仟拿的，果粉说的很给力，放法供中浩；京 小 点确实很满意。手感也好，拍照，听歌都很满意，颜色也好看，哈哈哈哈哈是绿色有点墨绿的颜色一样。宝贝很不错，颜色好看，功能强大！屏幕音效：屏幕上的材质有新的材料应用。120的刷新率会舒服很多，有重低音跑的感觉，特别爽，真是非常给力，特别屏幕也是超级好用，屏幕也很灵敏，使用丝滑顺畅，打游戏也很舒服拍照效果：拍照效果杠杠的，画质清晰，像素感人，发货快，包装严实，各方面都没破损，颜值很高，耐看，打开网页丝滑顺畅，游戏不掉帧，分辨率高，功能很齐全。拍照很强大，照片成像很细腻，反应速度也很快，苹果系统真的很好用， 运行速度：13的运行速度非常快，打游戏真的太流畅了，真的非常喜欢这个手机。颜值高，手感好，拍照清晰，内存大，运行速度快，待机时间长满意太喜欢了 待机时间：绿色颜色很新颖，尝试一下，手感不错，拍照效果也很好，运行速度很快，音效很好，续航强，手机手感很好，电池续航也不错。 其他特色：整体特别满意。外观很好看，手感拿着很有质感，屏幕看着非常好，拍照效果很不错，像素高了，新机拍照片怎么都好看。5G高速运行，超长待机一整天。颜色也好看
1605,外形外观：最喜欢的外型没有之一，第三次购买，家人都很喜欢，6.1寸大小刚刚好手握！屏幕音效：屏幕非常灵敏丝滑，音质非常清晰音量?够可以！拍照效果：苹果手机拍照就是那么清晰，一款可以随身携带的相机！运行速度：够快！不会卡顿！待机时间：比之前的款都有延长！
1606,外形外观：紫色显得很特别，高级感很足。屏幕音效：音效很前几款区别不大。拍照效果：像素不错，夜间模式和防抖动都做的不错。运行速度：速度一直都很给力。待机时间：正常一天没问题。
1607,外形外观：很好屏幕音效：细腻好拍照效果：拍照很好运行速度：很快，很喜欢待机时间：还未使用，等使用一下再看看其他特色：很喜欢这款手机，拿下了，很好
1608,果粉说的很给力，放法供中浩；京 小 点确实很满意。手感也好，拍照，听歌都很满意，颜色也好看，哈哈哈哈哈是绿色有点墨绿的颜色一样。宝贝很不错，颜色好看，功能强大！屏幕音效：屏幕上的材质有新的材料应用。120的刷新率会舒服很多，有重低音跑的感觉，特别爽，真是非常给力，特别屏幕也是超级好用，屏幕也很灵敏，使用丝滑顺畅，打游戏也很舒服拍照效果：拍照效果杠杠的，画质清晰，像素感人，发货快，包装严实，各方面都没破损，颜值很高，耐看，打开网页丝滑顺畅，游戏不掉帧，分辨率高，功能很齐全。拍照很强大，照片成像很细腻，反应速度也很快，苹果系统真的很好用， 运行速度：13的运行速度非常快，打游戏真的太流畅了，真的非常喜欢这个手机。颜值高，手感好，拍照清晰，内存大，运行速度快，待机时间长满意太喜欢了 待机时间：绿色颜色很新颖，尝试一下，手感不错，拍照效果也很好，运行速度很快，音效很好，续航强，手机手感很好，电池续航也不错。 其他特色：整体特别满意。外观很好看，手感拿着很有质感，屏幕看着非常好，拍照效果很不错，像素高了，新机拍照片怎么都好看。5G高速运行，超长待机一整天。颜色也好看
1609,14跟13基本没有什么变化，很漂亮很喜欢，手感舒服。屏幕音效：屏幕画质很细腻，音效挺不错的很好。拍照效果：这就很厉害了，调整的很清晰很好。运行速度：超级快，就是一个字爽。待机时间：一天一充，告别了一天三四充的烦恼。其他特色：快递真的快，晚上下单早上就到了，小哥认真负责打电话有礼貌，好评。
1610,外形外观：蓝色不错，淡淡的屏幕音效：感觉跟之前版本差不多拍照效果：拍照不错运行速度：又变快了待机时间：最近没怎用，充一次电待机了三天多，哈哈其他特色：京东买了很多次了，很放心
1611,外形外观：属于高级黑，很有质感屏幕音效：优良拍照效果：非常好运行速度：很快待机时间：短，14确认比较费电其他特色：喜欢苹果的盲入就可以，但是一定要买256G的，不会后悔
1612,产品非常精美，使用很流畅，手感很好，电池续航一天没问题，买了原配的充电器，充电很快。拍照能使用，照片线条光度很好，图片很真实。系统稳定流畅，不卡顿。外观漂亮大气，拿在手里大小刚刚好，非常轻巧，不压手。
